"course_id";"course_title";"Category_1";"Category_2";"url";"num_reviews";"is_paid";"price";"num_subscribers";"num_lectures";"level";"content_duration";"published_timestamp";"rating";"language";"is_subtitle"
1374;"Azure - Deploying Websites";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/ajax-course/";22;"True";145;2745;67;"All Levels";8.5;"2015-02-19T03:39:50Z";4.2;"English";"False"
1375;"Prepare & Pass AWS Certified Cloud Practitioner Exam";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/vue-web-apps/";25;"True";95;2361;40;"All Levels";5.5;"2013-09-24T03:52:32Z";3.7;"English";"True"
1376;"Building Serverless Web Applications on AWS";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/angular-ngrx-course/";161;"True";40;1530;25;"All Levels";4.0;"2015-11-12T17:01:44Z";5.0;"Hindi";"False"
1377;"Connecting and working with Oracle Cloud DBaaS";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/javascript-the-basics-for-beginners/";148;"True";20;1873;14;"Beginner Level";1.0;"2013-10-20T07:39:55Z";3.6;"English";"True"
1378;"Citrix Cloud - Introduction";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/complete-e-commerce-course-javaspringhibernate-and-mysql/";58;"True";100;1338;35;"Beginner Level";3.0;"2015-11-11T01:26:13Z";2.5;"Hindi";"True"
1379;"Serverless Data Processing on AWS";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/learn-svg-animation/";129;"True";165;1479;82;"All Levels";6.5;"2015-04-30T19:41:43Z";2.6;"English";"False"
1380;"Clear and Simple VMware vSAN 6.7 (Virtual SAN)";"Cloud Computing";"Operating Systems";"https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/";132;"True";30;38;34;"All Levels";4.0;"2017-06-12T13:19:09Z";3.9;"English";"False"
1381;"Office365 and AzureAD for Developers";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/build-beautiful-html5-website/";49;"True";30;934;41;"All Levels";12.0;"2015-02-02T14:24:21Z";4.9;"Spanish";"True"
1382;"CompTIA Cloud+ Certification Exam Prep CV002 - 2018";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/css-development-with-css3/";30;"True";100;50;16;"Intermediate Level";1.5;"2017-06-06T14:22:28Z";2.6;"Japanese";"False"
1383;"AWS Concepts";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/angular2/";98;"True";100;27;12;"Intermediate Level";2.5;"2017-06-27T02:48:29Z";4.4;"Spanish";"False"
1384;"AWS Essentials";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/";9;"False";0;6429;31;"Beginner Level";2.5;"2015-09-23T15:30:59Z";5.0;"Spanish";"True"
1385;"Introduction to Cloud Computing";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/ultimate-web/";87;"True";25;422;31;"Beginner Level";3.5;"2015-03-05T19:16:43Z";4.2;"English";"False"
1386;"A Practical Introduction to Cloud Computing";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/learn-angular-2-development-by-building-10-apps/";59;"True";120;410;62;"Beginner Level";7.5;"2016-08-22T19:07:23Z";2.9;"Japanese";"False"
1387;"Learn Amazon Web Services (AWS): The complete introduction";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/swift-kitura/";28;"True";135;15;6;"Expert Level";1.0;"2017-07-03T01:15:29Z";2.8;"Spanish";"True"
1388;"Serverless Concepts";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/react-vr/";75;"True";35;115;56;"Beginner Level";5.5;"2017-02-06T14:36:41Z";3.7;"Japanese";"True"
1389;"Docker on Windows 10 and Server 2016";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/rxjs-reactive-angular-course/";31;"True";20;272;12;"Beginner Level";2.0;"2016-12-22T15:20:50Z";4.2;"English";"True"
1390;"Service Cloud Exam: Contact Center Industry Knowledge";"Cloud Computing";"Cloud Computing";"https://www.udemy.com/coding-for-entrepreneurs/";108;"True";20;280;33;"All Levels";5.0;"2016-02-10T00:25:00Z";3.8;"Spanish";"True"
1391;"Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours";"Web Development";"Web Development";"https://www.udemy.com/react-flux/";126;"True";70;354;98;"All Levels";13.0;"2016-01-04T18:29:16Z";4.1;"Japanese";"False"
1392;"Learning Dynamic Website Design - PHP MySQL and JavaScript";"Web Development";"Web Development";"https://www.udemy.com/the-full-stack-web-development/";193;"False";0;44044;45;"All Levels";7.5;"2015-01-22T11:18:06Z";4.7;"English";"True"
1393;"ChatBots: Messenger ChatBot with API.AI and Node.JS";"Web Development";"Web Development";"https://www.udemy.com/learn-nodejs-by-building-10-projects/";5;"True";145;1367;31;"All Levels";3.0;"2015-08-06T20:22:52Z";2.5;"Hindi";"False"
1394;"Projects in HTML5";"Web Development";"Web Development";"https://www.udemy.com/how-to-make-a-portfolio-website-photographers-designers/";281;"True";25;1754;79;"Intermediate Level";12.5;"2014-11-25T17:47:46Z";3.6;"English";"True"
1395;"Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015";"Web Development";"Web Development";"https://www.udemy.com/how-to-make-a-web-page-with-no-code/";52;"True";195;2067;18;"All Levels";1.5;"2015-04-26T19:50:34Z";4.0;"English";"False"
1396;"How To Make A Wordpress Website 2017 | Divi Theme Tutorial";"Web Development";"Web Development";"https://www.udemy.com/spring-framework-video-tutorial/";13;"False";0;5301;77;"All Levels";6.5;"2016-06-21T02:49:47Z";3.1;"Hindi";"True"
1397;"Build Your Own Backend REST API using Django REST Framework";"Web Development";"Web Development";"https://www.udemy.com/joomla-3-the-basics/";287;"False";0;4294;15;"Intermediate Level";1.0;"2016-03-17T18:15:21Z";4.1;"English";"False"
1398;"Angular and Firebase - Build a Web App with Typescript";"Web Development";"Web Development";"https://www.udemy.com/jquery-web-development-made-easy/";210;"True";20;1679;15;"Beginner Level";1.0;"2015-09-17T18:46:40Z";3.1;"English";"False"
1399;"Web Development Masterclass - Complete Certificate Course";"Web Development";"Web Development";"https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/";216;"True";50;327;14;"All Levels";1.0;"2017-05-02T04:52:52Z";2.8;"English";"True"
1400;"Spring Boot Tutorial For Beginners";"Web Development";"Web Development";"https://www.udemy.com/aspnet-c-enterprise-web-systems-from-novice-to-expert/";146;"True";30;740;12;"Beginner Level";0.583333333333333;"2016-12-02T18:27:20Z";3.3;"Spanish";"True"
1401;"The Complete Bootstrap Masterclass Course - Build 4 Projects";"Web Development";"Web Development";"https://www.udemy.com/wordpress-business-website/";34;"True";30;1348;14;"Intermediate Level";1.0;"2016-10-12T17:13:16Z";3.3;"Hindi";"True"
1402;"Scaling Docker on AWS";"Web Development";"Cloud Computing";"https://www.udemy.com/cms-admin-panel-in-php-mysql/";30;"True";30;1249;19;"Beginner Level";3.0;"2014-01-28T02:30:26Z";3.2;"Japanese";"False"
1403;"Learn JavaScript for beginners";"Web Development";"Web Development";"https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/";261;"True";135;1275;42;"Beginner Level";3.5;"2015-05-27T19:07:13Z";4.5;"English";"False"
1404;"HTML Tutorial: HTML & CSS for Beginners";"Web Development";"Web Development";"https://www.udemy.com/create-and-deploy-a-web-app-in-3-hours/";59;"True";75;3117;62;"Beginner Level";4.5;"2015-05-06T00:47:09Z";3.6;"English";"False"
1405;"Learn by Doing: Vue JS 2.0 the Right Way";"Web Development";"Web Development";"https://www.udemy.com/html5-css3-responsive/";26;"True";140;896;108;"All Levels";10.0;"2017-02-20T17:42:07Z";3.5;"Spanish";"False"
1406;"Learn Complete Web Development From Scratch";"Web Development";"Web Development";"https://www.udemy.com/craft-cms/";263;"True";20;4208;19;"All Levels";1.0;"2015-08-03T22:10:33Z";3.4;"Spanish";"True"
1407;"Introduction to Web Development: HTML";"Web Development";"Web Development";"https://www.udemy.com/javascript-for-absolute-beginners-level-one/";27;"True";20;3903;13;"Beginner Level";1.5;"2013-08-17T02:34:46Z";2.6;"English";"True"
1408;"Web Site for Beginners - Learn Web Building like knitting";"Web Development";"Web Development";"https://www.udemy.com/effective-personal-website-building-and-hosting/";34;"True";95;1710;16;"Beginner Level";1.0;"2016-05-15T18:57:39Z";3.2;"English";"True"
1409;"How To Make A Wordpress Website 2017 - Divi Theme Tutorial";"Web Development";"Web Development";"https://www.udemy.com/web-design-secrets/";187;"True";20;1606;9;"All Levels";0.733333333333333;"2016-09-07T20:28:12Z";4.6;"Hindi";"True"
1410;"Web Programming with Python";"Web Development";"Web Development";"https://www.udemy.com/learn-rails/";66;"False";0;4776;18;"All Levels";0.566666666666667;"2017-03-03T03:20:22Z";2.5;"English";"True"
1411;"PHP Login and Registration System - Email Confirm Activation";"Web Development";"Web Development";"https://www.udemy.com/getting-started-with-nodejs-for-beginners/";318;"False";0;23229;12;"Beginner Level";1.0;"2015-11-09T19:10:57Z";2.8;"English";"False"
1412;"PSD to Responsive HTML5: Beginner to Advanced";"Web Development";"Web Development";"https://www.udemy.com/quickstart-angularjs/";48;"True";25;1456;77;"All Levels";6.5;"2016-07-06T21:08:43Z";5.0;"Japanese";"True"
1413;"Ultimate Web Developer Course Build 10 Websites from Scratch";"Web Development";"Web Development";"https://www.udemy.com/css-with-html/";17;"True";95;1534;23;"Beginner Level";1.5;"2016-05-03T00:54:17Z";3.0;"Spanish";"True"
1414;"Rapid Website Design with Bootstrap";"Web Development";"Web Development";"https://www.udemy.com/learn-building-your-own-website-without-coding/";41;"True";50;2199;16;"Beginner Level";1.0;"2016-02-03T20:23:32Z";4.7;"Spanish";"True"
1415;"Build Enterprise Applications with Angular 2 (and Angular 4)";"Web Development";"Web Development";"https://www.udemy.com/designers-guide-to-web-development/";17;"True";70;1202;36;"Beginner Level";3.5;"2016-04-29T00:39:55Z";4.8;"English";"True"
1416;"Angular 4 (2+) Crash Course for Beginners";"Web Development";"Web Development";"https://www.udemy.com/the-complete-html5-and-css3-course/";11;"True";20;2004;9;"Beginner Level";0.566666666666667;"2017-02-22T23:08:38Z";2.5;"Hindi";"True"
1417;"Accelerated JavaScript Training";"Web Development";"Web Development";"https://www.udemy.com/learn-html-css-by-building-3-real-projects/";21;"True";90;778;24;"All Levels";1.5;"2017-04-04T15:04:21Z";3.6;"English";"False"
1418;"Beginner API development in Node, Express, ES6, & MongoDB";"Web Development";"Web Development";"https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/";71;"True";45;502;15;"Beginner Level";2.5;"2017-05-27T00:01:54Z";3.4;"Japanese";"False"
1419;"React JS and Redux - Mastering Web Apps";"Web Development";"Web Development";"https://www.udemy.com/introduction-to-bootstrap-3/";64;"True";100;1526;24;"Beginner Level";2.0;"2016-10-12T20:22:14Z";4.8;"English";"True"
1420;"Web Development w/ Google’s Go (golang) Programming Language";"Web Development";"Web Development";"https://www.udemy.com/expressjs/";9;"True";50;1468;141;"Beginner Level";8.0;"2015-08-18T19:30:59Z";3.1;"Hindi";"True"
1421;"Git a Web Developer Job: Mastering the Modern Workflow";"Web Development";"Web Development";"https://www.udemy.com/learn-xml-crash-course/";17;"True";95;798;25;"Beginner Level";0.666666666666667;"2016-04-06T20:48:07Z";3.2;"Spanish";"False"
1422;"The Complete WordPress Website Business Course";"Web Development";"Web Development";"https://www.udemy.com/html5-css3-jquery-single-page-website-project-from-scratch/";23;"True";30;2044;25;"All Levels";4.0;"2015-02-05T18:05:18Z";2.8;"Hindi";"True"
1423;"The Complete HTML and CSS Course For Beginners";"Web Development";"Web Development";"https://www.udemy.com/scrape-websites-phantomjs-casperjs/";6;"True";85;1310;20;"All Levels";1.0;"2017-01-10T21:46:22Z";2.6;"English";"False"
1424;"Learn  Bootstrap Development By Building 10 Projects";"Web Development";"Web Development";"https://www.udemy.com/amazon-s3-mastery/";122;"True";20;1145;20;"All Levels";0.633333333333333;"2016-09-06T23:42:39Z";4.3;"English";"False"
1425;"Advanced Javascript";"Web Development";"Web Development";"https://www.udemy.com/html-and-css-crash-course-for-beginners/";74;"True";75;326;43;"All Levels";1.0;"2017-07-03T17:23:39Z";3.3;"Japanese";"False"
1426;"Dissecting Ruby on Rails 5 - Become a Professional Developer";"Web Development";"Web Development";"https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/";248;"True";195;2228;51;"All Levels";4.5;"2015-06-22T23:52:21Z";2.9;"English";"False"
1427;"The Complete Wordpress Course - Build Your Own Website Today";"Web Development";"Web Development";"https://www.udemy.com/introduction-to-web-development2/";46;"True";20;2420;21;"All Levels";1.5;"2016-08-27T23:43:41Z";5.0;"Hindi";"False"
1428;"JQuery Essentials core training for Dynamic Interactive web";"Web Development";"Web Development";"https://www.udemy.com/angularjs-for-aspnet-mvc-developers/";351;"True";45;387;24;"All Levels";2.0;"2013-05-13T12:59:21Z";4.0;"English";"False"
1429;"Node.js: The Essentials + API Frameworks Express KOA Sails";"Web Development";"Web Development";"https://www.udemy.com/aws-step-functions/";71;"True";20;421;18;"All Levels";1.0;"2016-07-21T14:08:04Z";2.5;"Hindi";"False"
1430;"The Complete PHP Bootcamp Course With Video Sharing Project";"Web Development";"Web Development";"https://www.udemy.com/how-to-setup-a-web-server/";251;"True";20;987;29;"All Levels";1.5;"2015-02-23T08:05:26Z";3.2;"English";"True"
1431;"Build a Single Page Application with jQuery & AJAX";"Web Development";"Web Development";"https://www.udemy.com/the-complete-php-mysql-professional-course/";14;"True";55;324;14;"Beginner Level";1.0;"2017-03-01T00:56:31Z";3.2;"Hindi";"False"
1432;"Practical CSS Website Development: Crash Course ";"Web Development";"Web Development";"https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/";223;"True";20;319;35;"All Levels";2.0;"2016-10-24T15:44:34Z";4.8;"English";"True"
1433;"Successful website creation - everything you need to know";"Web Development";"Web Development";"https://www.udemy.com/web-development-tutorials/";153;"True";115;1087;24;"Beginner Level";2.0;"2015-04-27T21:32:04Z";3.9;"English";"False"
1434;"Start Writing JavaScript Today - Beginner JavaScript Course";"Web Development";"Web Development";"https://www.udemy.com/build-incredible-chatbots/";110;"True";20;270;118;"Beginner Level";8.0;"2014-12-17T14:01:35Z";3.9;"Japanese";"True"
1435;"HTML5 Essentials for Beginners";"Web Development";"Web Development";"https://www.udemy.com/try-django-1-10/";52;"True";20;124;16;"All Levels";1.5;"2014-12-17T18:16:16Z";3.3;"English";"False"
1436;"Code a personal splash page in 1 hour";"Web Development";"Web Development";"https://www.udemy.com/projects-in-css/";262;"True";20;371;26;"All Levels";3.5;"2016-09-06T16:43:47Z";3.9;"English";"False"
1437;"Step-by-step HTML and CSS for Absolute Beginners";"Web Development";"Web Development";"https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/";31;"True";50;1098;34;"Beginner Level";1.5;"2015-10-14T22:01:19Z";4.6;"Hindi";"True"
1438;"Angular 4 Development Decoded";"Web Development";"Web Development";"https://www.udemy.com/learn-and-understand-react-and-redux-i/";9;"True";150;107;82;"All Levels";8.0;"2016-06-28T19:02:59Z";4.2;"Spanish";"True"
1439;"Javascript ES6! A Complete Reference Guide to Javascript ES6";"Web Development";"Web Development";"https://www.udemy.com/learn-javascript-jquery-from-scratch/";421;"True";25;507;7;"Intermediate Level";0.616666666666667;"2016-03-08T22:05:33Z";3.6;"Japanese";"True"
1440;"Reactive JS:  Are you ready for the next big paradigm shift?";"Web Development";"Web Development";"https://www.udemy.com/learn-to-use-json/";96;"True";45;646;25;"All Levels";2.0;"2013-05-11T17:38:32Z";4.7;"English";"False"
1441;"Learn Python and Django: Payment Processing";"Web Development";"Web Development";"https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/";55;"True";20;1738;166;"Beginner Level";10.5;"2015-05-22T20:50:12Z";3.7;"English";"True"
1442;"Code your first Website using HTML & CSS: Project Learning";"Web Development";"Web Development";"https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/";126;"True";35;2354;37;"All Levels";3.0;"2014-09-17T13:20:56Z";3.0;"Hindi";"True"
1443;"React.js: Building Production Ready Apps, Start to Finish";"Web Development";"Web Development";"https://www.udemy.com/learn-jquery-crash-course/";185;"True";20;238;8;"Intermediate Level";1.5;"2016-03-14T16:25:09Z";3.5;"English";"False"
1444;"Learn Object Oriented Programming PHP fundamentals bootcamp";"Web Development";"Web Development";"https://www.udemy.com/drupal-tutorial/";32;"True";185;165;11;"All Levels";1.5;"2016-08-09T14:07:47Z";5.0;"Japanese";"False"
1445;"Javascript Intermediate level 2 - Mastering Functions";"Web Development";"Web Development";"https://www.udemy.com/codeignitercourse/";40;"True";20;1080;13;"All Levels";2.0;"2015-10-12T21:21:22Z";4.9;"Hindi";"True"
1446;"1 Hour CSS";"Web Development";"Web Development";"https://www.udemy.com/javascript-course-for-beginners/";42;"True";20;489;5;"Intermediate Level";0.683333333333333;"2017-05-01T22:06:06Z";4.1;"English";"True"
1447;"Become a Full Stack Developer with Spring, AWS and Stripe";"Web Development";"Web Development";"https://www.udemy.com/mastering-native-css-shapes/";10;"True";30;706;24;"Beginner Level";5.5;"2016-03-08T17:30:36Z";3.7;"Spanish";"True"
1448;"Complete JQuery And JQuery UI Course For Beginner";"Web Development";"Web Development";"https://www.udemy.com/wordpress-basic/";122;"True";20;507;36;"All Levels";3.0;"2014-09-19T00:58:59Z";4.7;"Japanese";"True"
1449;"Learn JavaScript for Web Development";"Web Development";"Web Development";"https://www.udemy.com/wordpress-local-install-and-two-methods-to-migrate-online/";57;"True";20;770;8;"Intermediate Level";1.0;"2016-05-06T15:54:32Z";3.4;"Japanese";"True"
1450;"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.";"Web Development";"Web Development";"https://www.udemy.com/php-fundamentals/";50;"True";95;1028;26;"Intermediate Level";2.0;"2016-03-17T18:49:15Z";5.0;"English";"False"
1451;"Complete Wordpress Theme Development Course";"Web Development";"Web Development";"https://www.udemy.com/javascript-dom/";143;"True";20;545;23;"All Levels";2.0;"2016-03-20T20:57:08Z";2.8;"Japanese";"True"
1452;"How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience";"Web Development";"Web Development";"https://www.udemy.com/javascript-intermediate-mastering-the-dom/";152;"True";25;690;19;"All Levels";1.0;"2016-03-25T20:50:23Z";2.7;"Hindi";"False"
1453;"Build A Web App With Spring Framework and Angular 2";"Web Development";"Web Development";"https://www.udemy.com/sublime-text-for-rapid-web-development/";453;"True";200;2911;35;"All Levels";5.0;"2015-05-25T19:01:26Z";4.6;"English";"True"
1454;"Projects in Laravel: Learn Laravel Building 10 Projects";"Web Development";"Web Development";"https://www.udemy.com/javawebtut/";101;"True";100;734;36;"All Levels";1.0;"2016-12-06T22:13:44Z";3.1;"English";"False"
1455;"Javascript Intermediate level 3 - JSON";"Web Development";"Web Development";"https://www.udemy.com/the-complete-web-development-course-learn-by-building-apps/";28;"True";30;4353;57;"All Levels";3.5;"2015-02-09T13:36:24Z";4.8;"English";"True"
1456;"Develop Your First App in an Hour";"Web Development";"Web Development";"https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/";30;"True";55;521;23;"Beginner Level";2.5;"2017-04-04T21:04:48Z";4.0;"Japanese";"False"
1457;"PHP: Ultimate guide to PHP for everyone";"Web Development";"Web Development";"https://www.udemy.com/react-redux-react-router/";231;"True";20;3481;6;"All Levels";1.5;"2015-01-15T19:59:29Z";2.7;"English";"True"
1458;"JavaScript DOM Dynamic Web interactive content Boot Camp";"Web Development";"Web Development";"https://www.udemy.com/django-core/";117;"True";200;711;105;"All Levels";12.5;"2016-08-08T22:30:17Z";3.1;"English";"False"
1459;"Master JavaScript Programming, 3 Projects Included !!";"Web Development";"Web Development";"https://www.udemy.com/build-angular-2-complete-e-comerce-app-java-spring-mysql/";125;"True";95;1123;13;"Beginner Level";0.633333333333333;"2016-05-23T18:15:45Z";4.4;"English";"False"
1460;"HTML CSS Learn to create a website from scratch";"Web Development";"Web Development";"https://www.udemy.com/build-an-online-bank-with-java-angular-2-spring-and-more/";99;"False";0;12103;18;"Beginner Level";1.0;"2015-09-24T19:47:45Z";3.1;"English";"True"
1461;"Complete Codeigniter: From Beginner to Advanced";"Web Development";"Web Development";"https://www.udemy.com/jquery-tutorial/";129;"True";95;1418;19;"Beginner Level";1.5;"2015-03-22T23:59:21Z";4.1;"English";"True"
1462;"HTML 5: How I made websites in HTML5";"Web Development";"Web Development";"https://www.udemy.com/learn-angularjs-development/";86;"True";20;3390;29;"All Levels";4.5;"2014-08-23T23:17:22Z";4.2;"English";"True"
1463;"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap";"Web Development";"Web Development";"https://www.udemy.com/vuejs-2-essentials/";68;"False";0;53851;45;"All Levels";4.5;"2014-11-30T04:22:11Z";4.7;"English";"False"
1464;"Complete React JS web developer with ES6 - Build 10 projects";"Web Development";"Web Development";"https://www.udemy.com/reactjs-for-beginners-build-real-world-react-apps-deploy-on-cloud/";80;"True";25;3;12;"All Levels";0.666666666666667;"2015-03-23T17:37:40Z";4.3;"Japanese";"False"
1465;"Complete WordPress Theme Developer Course With Bootstrap";"Web Development";"Web Development";"https://www.udemy.com/angular-4-front-to-back/";106;"True";20;1;6;"Beginner Level";1.5;"2016-09-13T16:14:44Z";3.3;"English";"True"
1466;"The Complete Ethical Hacking Course 2.0: Python & Kali Linux";"Web Development";"Web Development";"https://www.udemy.com/modern-web-development-with-sass-gulp-npm-web-workflows/";78;"True";20;3;7;"Beginner Level";1.0;"2014-04-15T21:38:52Z";4.7;"Spanish";"False"
1467;"Dynamic JavaScript Master Class AJAX JSON Simple APIs";"Web Development";"Web Development";"https://www.udemy.com/html5-css3-and-javascript-fundamentals-2016/";150;"True";20;1;27;"Beginner Level";1.0;"2016-02-08T19:47:44Z";4.6;"Spanish";"True"
1468;"Vue JS - Mastering Web Apps";"Web Development";"Web Development";"https://www.udemy.com/angular-2-concepts-code-and-collective-wisdom/";25;"True";40;2;34;"All Levels";1.5;"2014-05-08T16:34:34Z";3.5;"English";"True"
1469;"Angular NgRx Store Masterclass - Covers Angular 4";"Web Development";"Web Development";"https://www.udemy.com/ecommerce-website-in-php-mysqli/";57;"True";20;1;13;"Beginner Level";3.5;"2015-11-24T17:36:47Z";2.6;"Japanese";"True"
1470;"JavaScript the Basics - JavaScript for Beginners";"Web Development";"Web Development";"https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/";76;"True";20;1;14;"Beginner Level";3.5;"2015-11-24T17:17:32Z";4.4;"Hindi";"False"
1471;"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL";"Web Development";"Web Development";"https://www.udemy.com/html-and-html5-for-beginners-2016/";21;"True";20;2;7;"Beginner Level";0.566666666666667;"2014-04-15T21:55:17Z";4.4;"Hindi";"False"
1472;"Learn SVG Animation - With HTML, CSS & Javascript";"Web Development";"Web Development";"https://www.udemy.com/laravel-4-beginners/";74;"True";20;1;8;"Beginner Level";1.0;"2014-04-04T21:27:35Z";4.7;"English";"False"
1473;"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4";"Web Development";"Web Development";"https://www.udemy.com/master-javascript-today/";45;"True";40;0;13;"Beginner Level";2.5;"2014-04-04T21:23:23Z";3.2;"Spanish";"True"
1474;"Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours";"Web Development";"Web Development";"https://www.udemy.com/serverless-architecture-on-aws/";74;"True";20;0;5;"Beginner Level";1.0;"2014-04-01T21:50:32Z";3.8;"English";"False"
1475;"CSS Development (with CSS3!)";"Web Development";"Web Development";"https://www.udemy.com/jquery-essentials/";45;"True";20;0;9;"Beginner Level";0.616666666666667;"2014-04-15T21:48:55Z";3.9;"English";"False"
1476;"Angular 2 & TypeScript Beginner Web Development";"Web Development";"Web Development";"https://www.udemy.com/functions-in-javascript/";36;"True";35;3;21;"Beginner Level";2.5;"2014-04-01T21:08:52Z";4.6;"English";"False"
1477;"The Docker for DevOps course: From development to production";"Web Development";"Cloud Computing";"https://www.udemy.com/learn-angular-from-scratch/";13;"True";20;25;30;"Beginner Level";9.5;"2016-02-25T17:18:41Z";3.3;"Hindi";"True"
1478;"Beginner Full Stack Web Development: HTML, CSS, React & Node";"Web Development";"Web Development";"https://www.udemy.com/intro-to-html-beginners-guide-to-html-how-to-create-webpages/";199;"True";20;1;5;"Beginner Level";0.616666666666667;"2014-04-01T21:48:16Z";3.8;"English";"False"
1479;"Learn Angular 2 Development By Building 12 Apps";"Web Development";"Web Development";"https://www.udemy.com/html5-and-css3-for-beginners-create-a-website-from-scratch/";94;"True";20;108;44;"Beginner Level";5.5;"2015-08-19T01:06:26Z";2.9;"English";"False"
1480;"Server API Development in Swift, Kitura, & Bluemix";"Web Development";"Web Development";"https://www.udemy.com/introduction-to-web-development/";155;"True";20;13;22;"Beginner Level";2.0;"2014-06-17T15:15:28Z";3.3;"Spanish";"True"
1481;"React VR - Creating Virtual Reality Apps";"Web Development";"Web Development";"https://www.udemy.com/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/";45;"True";20;11;59;"Beginner Level";7.0;"2014-07-20T11:12:36Z";3.6;"Spanish";"True"
1482;"RxJs & Reactive Programming Angular Masterclass - Angular 4";"Web Development";"Web Development";"https://www.udemy.com/htmlwebsite/";153;"True";65;37;49;"Beginner Level";4.0;"2017-03-22T18:44:05Z";4.3;"Spanish";"False"
1483;"Coding for Entrepreneurs: Learn Python, Django, and More.";"Web Development";"Web Development";"https://www.udemy.com/javascript-basics-web-development-building-blocks/";5;"True";195;7;87;"Intermediate Level";8.5;"2017-05-15T21:32:29Z";4.3;"Spanish";"False"
1484;"React and Flux Web Development for Beginners";"Web Development";"Web Development";"https://www.udemy.com/bootstrap-3-responsive-design-tutorial-fundamentals/";10;"True";30;1;24;"Beginner Level";4.5;"2017-06-08T16:27:53Z";2.5;"Spanish";"True"
1485;"The Full Stack Web Development";"Web Development";"Web Development";"https://www.udemy.com/javascript-design-patterns-20-patterns-for-expert-code/";4;"True";65;1;66;"Beginner Level";6.5;"2017-06-21T19:35:10Z";4.7;"English";"False"
1486;"Learn Nodejs by building 12 projects";"Web Development";"Web Development";"https://www.udemy.com/fix-googles-new-not-secure-warning-with-lets-encrypt/";79;"True";200;6;11;"Beginner Level";1.0;"2017-05-15T14:15:55Z";4.4;"English";"False"
1487;"How to Make an Online Portfolio Website from Scratch ";"Web Development";"Web Development";"https://www.udemy.com/javascript-for-beginners-course/";72;"True";50;18;38;"All Levels";8.5;"2016-03-22T20:51:28Z";3.7;"Spanish";"False"
1488;"How To Make A Web Page With No Code";"Web Development";"Web Development";"https://www.udemy.com/thinking-mobile-websites-smart-design-tutorial/";109;"True";90;1905;14;"All Levels";0.733333333333333;"2016-12-09T04:41:48Z";3.9;"Japanese";"False"
1489;"Spring Framework 4 And Dependency Injection For Beginners";"Web Development";"Web Development";"https://www.udemy.com/javascript-from-beginner-to-advanced-level/";80;"True";195;3360;16;"All Levels";2.0;"2015-04-07T22:23:50Z";4.0;"English";"False"
1490;"Joomla 3 - The Basics";"Web Development";"Web Development";"https://www.udemy.com/ajax-development/";9;"True";95;941;26;"All Levels";2.5;"2017-03-06T18:24:49Z";4.9;"English";"True"
1491;"jQuery in Action: Build 8 jQuery Projects";"Web Development";"Web Development";"https://www.udemy.com/interaction-design-specialist-for-web-developers/";221;"True";100;4927;22;"All Levels";2.5;"2015-04-26T12:27:22Z";4.8;"English";"False"
1492;"Master WordPress Plugins: Shortcodes Ultimate - The Basics";"Web Development";"Web Development";"https://www.udemy.com/php-security/";47;"True";50;2087;6;"Beginner Level";0.633333333333333;"2016-01-22T21:24:38Z";4.5;"Spanish";"False"
